Name,Occupation,Services,Age,Availability,Location,Rating
Burt Alf,Tax Accountant,"Medical,Driving,Counsellingal",41,Sunday,Kanata,7.4
Alva Henzley,Director of Sales,"Maternal,Medical,Cleaning",24,"Monday,Thursday",Sandy Hill,6.4
Dalila Gail,Junior Executive,"Driving,Cleaning,Computer",37,"Sunday,Tuesday,Wednesday,Thursday,Friday",Carp,6.8
Delmor Mawditt,Senior Quality Engineer,"Overnight,Counselling",47,"Sunday,Monday,Wednesday,Thursday,Saturday",Centretown,6.7
Chryste Hannaby,Help Desk Operator,Medical,20,"Monday,Wednesday,Thursday,Friday",Downtown,6.4
Suzann Kantor,Technical Writer,"Cooking,Maternal,Medical",29,"Wednesday,Friday,Saturday",Rockland,7
Cosmo Wittleton,Engineer III,Medical,50,"Monday,Tuesday,Wednesday,Thursday,Friday",Rockland,7.9
Wildon Jailler,Cost Accountant,"Child Care,Seniors,Overnight",57,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Glebe,5.9
Jeffy Hanner,Assistant Professor,"Maternal,Medical,Cleaning",47,"Monday,Tuesday,Wednesday,Friday",Barhaven,7.7
Genia Audus,Technical Writer,Medical,65,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",Southkeys,6.7
Giorgio Shawcross,Electrical Engineer,"Child Care,Overnight,Maternal",63,"Sunday,Thursday",Southkeys,7
Binky Sendley,Cost Accountant,"Overnight,Medical,Spiritual",20,"Sunday,Tuesday,Wednesday,Friday",Glebe,6.9
Carina Toffanini,Social Worker,"Maternal,Medical,Cleaning",44,"Sunday,Tuesday,Friday,Saturday",Kanata,7.7
Evy Bampkin,Research Assistant III,"Child Care,Overnight,Maternal",57,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Nepean,6.6
Ennis Coale,Product Engineer,Medical,34,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",Downtown,7.1
Tyne Andrelli,Senior Editor,"Medical,Spiritual",22,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Downtown,6.6
Mikaela Tunesi,Director of Sales,"Maternal,Medical,Cleaning",41,"Sunday,Tuesday,Thursday,Friday,Saturday",Downtown,5.7
Tabb Finlater,Desktop Support Technician,"Seniors,Overnight,Spiritual",56,"Sunday,Tuesday,Wednesday",Centretown,6.3
Alix Pitceathly,Sales Representative,"Overnight,Maternal,Medical",54,"Sunday,Tuesday,Friday,Saturday",Kemptvile,6.5
Jana Dovidaitis,Editor,"Seniors,Medical,Computer",19,"Sunday,Thursday",Downtown,8
Haily Jiras,Budget/Accounting Analyst II,"Cooking,Maternal,Medical",44,Tuesday,Carp,6.1
Heinrik Smallridge,Senior Financial Analyst,"Maternal,Medical,Computer",60,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",Barhaven,6.5
Jeremias Jentzsch,Human Resources Assistant IV,"Medical,Shopping,Computer",42,Friday,Glebe,7.6
Nicky Disney,Financial Analyst,"Child Care,Seniors,Mental Health",50,"Sunday,Monday,Wednesday",Sandy Hill,5.6
Edyth Fulleylove,Speech Pathologist,"Child Care,Overnight",49,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kemptvile,5.9
Sindee Aucourte,Analog Circuit Design manager,Driving,63,"Sunday,Thursday",Nepean,7.2
Yorgo Ashurst,Director of Sales,"Child Care,Maternal,Cleaning",56,"Sunday,Wednesday,Saturday",Kemptvile,6.7
Sigmund Strond,Recruiter,"Overnight,Spiritual",57,"Monday,Friday,Saturday",Rockland,7.2
Farrell Winskill,Speech Pathologist,Overnight,38,"Tuesday,Saturday",Southkeys,6.5
Cyrus Claypole,Desktop Support Technician,"Child Care,Medical,Computer",56,"Tuesday,Wednesday,Thursday,Friday",Carp,7.2
Shayne Petrushanko,Media Manager IV,"Child Care,Seniors,Mental Health",47,Tuesday,Barhaven,6.7
Johnnie Igoe,Software Engineer I,"Medical,Cleaning,Computer",48,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Centretown,7.5
Jeffry Whyborne,Staff Accountant I,"Overnight,Medical,Spiritual",32,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Downtown,6.5
Katie Sate,Technical Writer,"Child Care,Tutoring,Driving",42,"Sunday,Monday,Wednesday,Friday,Saturday",Centretown,5.9
Brigitta Reen,Nurse Practicioner,"Medical,Spiritual",41,"Monday,Wednesday",Carp,7.7
Christy Cowope,Health Coach I,"Cooking,Medical",56,"Sunday,Monday,Wednesday,Friday,Saturday",Orleans,8
Damaris Medway,Quality Engineer,"Cooking,Medical",60,"Monday,Thursday,Friday",Carp,7.6
Olvan Crush,Occupational Therapist,"Child Care,Seniors,Mental Health",21,"Sunday,Monday,Wednesday,Friday,Saturday",Downtown,6.1
Katya Alner,Community Outreach Specialist,"Disability,Seniors,Overnight",34,Tuesday,Kanata,8.3
Eduardo Pfiffer,Assistant Media Planner,"Medical,Cleaning,Computer",46,"Monday,Thursday",Sandy Hill,7.1
Rancell Beynkn,Nurse Practicioner,"Child Care,Driving,Mental Health",38,"Tuesday,Wednesday,Friday,Saturday",Nepean,5.4
Artur Rylstone,Web Developer III,"Medical,Spiritual",61,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Nepean,7.8
Tawnya Heape,Social Worker,"Cooking,Medical",27,"Monday,Tuesday,Wednesday,Saturday",Nepean,6.5
Antonetta Worcester,Tax Accountant,"Child Care,Seniors,Medical",61,"Monday,Saturday",Sandy Hill,5.5
Tim Moyle,VP Marketing,"Seniors,Medical,Tutoring",46,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",Downtown,7.9
Earl Jeafferson,Recruiting Manager,"Medical,Therapy",30,"Monday,Friday",Sandy Hill,8.1
Sax Rimmer,VP Sales,"Overnight,Medical,Spiritual",41,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",Southkeys,6.1
Tamarra Camidge,Statistician IV,"Medical,Spiritual,Mental Health",38,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Centretown,7.3
Pepe Hawkslee,Safety Technician II,"Child Care,Seniors,Computer",40,"Sunday,Monday,Friday,Saturday",Centretown,7.2
Gil Quickfall,Nuclear Power Engineer,"Overnight,Spiritual",37,Monday,Downtown,5.5
Lanna Goodhew,Web Developer II,"Maternal,Medical,Driving",65,"Sunday,Monday,Saturday",Barhaven,6.5
Willey Teasell,Nurse Practicioner,"Overnight,Tutoring",19,Tuesday,Barhaven,7
Emerson Rannigan,Chief Design Engineer,"Child Care,Overnight,Maternal",42,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Glebe,7.1
Kirsti Bullas,Professor,"Seniors,Medical,Spiritual",61,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Nepean,6.6
Ruben Leynagh,Professor,"Child Care,Maternal,Medical",41,"Monday,Tuesday,Wednesday,Friday,Saturday",Orleans,6.5
Cliff Gerckens,General Manager,"Maternal,Driving,Computer",25,Thursday,Carp,5.8
Mahmoud Corps,Structural Analysis Engineer,"Spiritual,Mental Health,Computer",21,"Sunday,Monday,Wednesday,Thursday,Friday",Centretown,7.1
Helaina Lucks,Editor,"Overnight,Medical,Spiritual",18,"Sunday,Monday,Tuesday,Wednesday",Sandy Hill,6.5
Vanya Mapother,Geological Engineer,"Maternal,Medical",46,"Wednesday,Thursday,Saturday",Sandy Hill,7.4
Portie O'Keenan,Health Coach III,"Maternal,Medical,Cleaning",42,"Sunday,Monday,Tuesday,Friday,Saturday",Sandy Hill,6.2
Iggie Taks,Occupational Therapist,"Child Care,Seniors,Mental Health",53,"Sunday,Thursday,Friday,Saturday",Rockland,6
Jilly Willars,Technical Writer,"Disability,Tutoring",24,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kanata,7.6
Sandi Richfield,Web Designer III,"Disability,Seniors,Overnight",25,Monday,Glebe,7.3
Juliana Robecon,Technical Writer,"Medical,Cleaning,Home Maintenence",62,"Sunday,Tuesday,Thursday,Friday,Saturday",Rockland,8.2
Kingsley Sheach,Geologist IV,"Overnight,Spiritual",22,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Downtown,5.8
Nannie Fateley,Account Representative IV,"Disability,Overnight,Therapy",50,Saturday,Glebe,6.5
Toiboid Peracco,Accounting Assistant II,Overnight,45,"Tuesday,Thursday,Saturday",Centretown,6.6
Gwynne Shaves,Research Assistant IV,"Driving,Cleaning,Computer",27,"Sunday,Monday,Friday,Saturday",Glebe,6.2
Onfre Annett,GIS Technical Architect,"Child Care,Seniors,Medical",60,"Sunday,Wednesday,Thursday,Friday",Carp,5.8
Sylvester Detheridge,Assistant Professor,Overnight,29,"Wednesday,Friday",Carleton Place,6.4
Rafa Klaes,Web Designer IV,Medical,51,Tuesday,Nepean,6.7
Warner Gerardot,Internal Auditor,"Seniors,Cooking,Medical",42,"Thursday,Friday,Saturday",Carleton Place,7.1
Hyacinth Burle,Research Nurse,Overnight,26,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Southkeys,6
Zacharie Halley,Editor,"Driving,Computer",52,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Southkeys,5.1
Morissa Gainsboro,Research Associate,"Child Care,Medical,Therapy",32,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Barhaven,6.2
Saul Bowland,Accountant II,"Overnight,Tutoring,Driving",24,Friday,Carp,6.2
Alethea Claiden,Software Engineer II,"Overnight,Spiritual",65,"Sunday,Tuesday,Wednesday,Thursday,Saturday",Southkeys,6.6
Jacquetta Carnier,Information Systems Manager,"Medical,Cleaning,Spiritual",51,"Monday,Tuesday,Thursday,Friday,Saturday",Rockland,7.6
Cookie Endricci,Electrical Engineer,"Child Care,Seniors,Overnight",29,"Tuesday,Wednesday,Friday,Saturday",Rockland,6.8
Reuben Francais,Web Developer I,Computer,24,"Sunday,Friday,Saturday",Glebe,6.7
Falkner Edelheit,Account Executive,Overnight,32,"Monday,Wednesday,Thursday",Kanata,6.3
Porter Strippel,Project Manager,"Seniors,Overnight,Mental Health",55,"Sunday,Monday,Tuesday,Wednesday,Friday,Saturday",Downtown,7
Pinchas Scherer,Assistant Professor,"Overnight,Medical,Tutoring",63,"Sunday,Monday",Carp,6.9
Alvira Corby,Recruiter,"Cleaning,Computer",43,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Rockland,6.6
Cathryn Hardison,Speech Pathologist,"Overnight,Medical",59,"Sunday,Monday,Tuesday,Wednesday,Friday,Saturday",Rockland,7.7
Dora Devinn,Environmental Tech,"Seniors,Medical,Therapy",42,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Carp,7.5
Jakie Cason,Professor,"Driving,Computer",44,"Sunday,Saturday",Centretown,5.6
Sonia Antoni,VP Quality Control,"Child Care,Medical,Spiritual",53,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Barhaven,7.1
Nari Cottrill,Professor,"Medical,Spiritual",48,"Sunday,Monday,Tuesday,Thursday,Saturday",Rockland,5.7
Jerri Trunkfield,Senior Quality Engineer,"Child Care,Seniors,Tutoring",32,Friday,Kemptvile,5.2
Vasilis Medlen,Nurse Practicioner,Overnight,30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Glebe,5.4
Ysabel MacCaghan,Electrical Engineer,"Child Care,Cooking,Medical",27,"Sunday,Friday",Carleton Place,6.6
Lura Lanchbery,Developer II,"Medical,Cleaning,Spiritual",23,"Monday,Thursday,Friday,Saturday",Southkeys,8.2
Vikki McDonald,Internal Auditor,"Seniors,Medical,Language",48,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Glebe,7.6
Marris O'Hoey,Junior Executive,"Medical,Counselling,Spiritual",26,"Monday,Tuesday,Wednesday,Saturday",Carp,6.2
Bathsheba Fetterplace,Legal Assistant,"Overnight,Spiritual,Language",30,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kemptvile,6.1
Alvira Jolland,Quality Engineer,Computer,65,"Monday,Friday,Saturday",Sandy Hill,4.6
Carroll Spillane,Actuary,"Overnight,Medical,Spiritual",44,"Sunday,Thursday,Friday",Kanata,5.7
Karoly Deval,Senior Editor,"Driving,Computer",18,"Sunday,Wednesday,Friday,Saturday",Nepean,6.1
Gabby Piet,Senior Developer,"Seniors,Therapy,Tutoring",59,"Monday,Tuesday,Wednesday,Friday",Rockland,5.9
Margaretha Adelsberg,Systems Administrator I,"Maternal,Medical,Cleaning",58,"Monday,Thursday,Friday,Saturday",Carleton Place,7.2
Tito Proctor,Environmental Tech,"Driving,Cleaning",58,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Southkeys,6.5
Bron Tremellier,Professor,"Overnight,Maternal,Medical",27,Tuesday,Southkeys,7.9
Zebulon Kinson,Assistant Professor,"Child Care,Overnight,Spiritual",31,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Orleans,6.3
Jerrold Woodier,Analog Circuit Design manager,"Cooking,Medical,Shopping",60,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Sandy Hill,5
Nanine Fausch,Analyst Programmer,"Seniors,Medical",34,"Sunday,Tuesday,Wednesday",Kanata,7.3
Lorna Venus,Director of Sales,"Medical,Computer",49,"Sunday,Monday,Wednesday,Thursday",Centretown,5.2
Alden Buchan,Librarian,Medical,41,Friday,Downtown,6.6
Orsa Cicci,Account Coordinator,"Child Care,Seniors,Tutoring",65,"Tuesday,Thursday,Saturday",Sandy Hill,5.2
Bertram O' Meara,Staff Accountant II,"Child Care,Cooking,Medical",27,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Sandy Hill,7.8
Eadith Baily,Web Developer IV,"Medical,Counselling",59,"Monday,Tuesday",Kemptvile,7.5
Carmella Spencook,VP Marketing,"Overnight,Medical",55,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kanata,7.3
Sumner Cawkwell,Automation Specialist II,"Medical,Computer,Home Maintenence",49,Tuesday,Rockland,7.3
Ezra Glede,General Manager,"Child Care,Cleaning,Computer",48,"Sunday,Monday,Wednesday,Thursday,Saturday",Downtown,6.6
Miles Siveyer,Administrative Officer,"Driving,Mental Health,Computer",63,Friday,Kanata,5.7
Vanna Brimham,Automation Specialist II,"Overnight,Medical,Spiritual",64,"Monday,Wednesday,Thursday,Friday,Saturday",Rockland,8.2
Jordan Bleakman,Programmer I,"Child Care,Mental Health",33,"Tuesday,Friday",Carp,6.7
Stacy O' Hanvey,Dental Hygienist,"Child Care,Seniors,Tutoring",37,"Sunday,Wednesday,Thursday,Friday,Saturday",Southkeys,6.2
Wenonah Dimanche,Actuary,"Medical,Cleaning,Spiritual",65,"Sunday,Wednesday,Friday,Saturday",Carleton Place,6.3
Georgie Gotter,Financial Analyst,Medical,35,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kemptvile,5.7
Jephthah Wike,Nurse Practicioner,"Child Care,Seniors,Computer",62,"Sunday,Monday,Tuesday,Friday",Kanata,6.6
Berti Klesse,Recruiting Manager,"Child Care,Maternal,Computer",23,"Sunday,Tuesday,Wednesday,Thursday,Saturday",Rockland,4.5
Roscoe Reschke,Information Systems Manager,"Disability,Child Care,Seniors",48,"Monday,Friday,Saturday",Sandy Hill,8.1
Sheba Kamien,VP Sales,"Medical,Tutoring,Cleaning",37,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Sandy Hill,5.6
Petronille Main,Social Worker,"Medical,Mental Health",47,"Sunday,Wednesday,Thursday",Orleans,7.3
Morie Swindley,Web Designer I,"Disability,Seniors,Overnight",27,"Sunday,Monday,Tuesday,Friday",Southkeys,6.2
Franzen Donisi,Marketing Assistant,"Driving,Computer",45,"Tuesday,Thursday",Southkeys,5.1
Carissa Legan,Senior Developer,"Child Care,Computer",19,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Rockland,4.7
Robinette Wooller,Junior Executive,Overnight,62,"Monday,Wednesday,Thursday,Friday,Saturday",Centretown,4.8
Martynne Gyenes,Physical Therapy Assistant,"Cooking,Medical",63,"Sunday,Monday,Friday",Barhaven,7.2
Jeralee Gunn,Community Outreach Specialist,"Child Care,Cleaning,Computer",22,"Sunday,Thursday,Saturday",Nepean,6.9
Micheil Files,Account Coordinator,"Child Care,Cleaning,Mental Health",18,"Sunday,Monday",Nepean,6.5
Callida Thebes,Teacher,"Maternal,Medical,Computer",43,"Sunday,Monday,Tuesday,Wednesday",Carp,7.3
Emmanuel Buddle,Automation Specialist II,"Overnight,Spiritual",37,"Monday,Wednesday,Thursday",Barhaven,6.5
Kacy Stammirs,Pharmacist,"Overnight,Medical,Spiritual",57,"Sunday,Monday,Tuesday,Wednesday,Friday,Saturday",Nepean,6.9
Bernadette Kellogg,Structural Engineer,"Cooking,Medical,Computer",36,Monday,Carleton Place,7.8
Carr Jesse,Quality Engineer,Medical,63,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",Rockland,6.8
Judi Northcliffe,Operator,"Child Care,Seniors,Therapy",42,Friday,Kanata,4.6
Adele Belsham,Staff Accountant IV,"Disability,Overnight,Therapy",56,"Sunday,Tuesday,Wednesday,Friday,Saturday",Nepean,6.7
Abner Brickner,Professor,"Child Care,Maternal,Medical",23,"Monday,Wednesday,Thursday,Saturday",Glebe,6.4
Tandi Plumer,Electrical Engineer,Overnight,19,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",Sandy Hill,6
Osborne Gerson,Information Systems Manager,"Overnight,Maternal,Computer",32,"Sunday,Monday,Tuesday,Wednesday,Friday",Downtown,6.3
Zebadiah Perone,Cost Accountant,"Overnight,Spiritual",49,"Monday,Wednesday,Thursday",Sandy Hill,6.6
Krysta De Bruijne,Speech Pathologist,"Disability,Overnight,Medical",56,Wednesday,Downtown,7.8
Panchito Habben,Quality Engineer,"Child Care,Maternal,Computer",26,Wednesday,Rockland,6.6
Jacqueline Coghill,Biostatistician II,"Overnight,Spiritual",40,"Sunday,Monday,Thursday,Saturday",Kanata,6.2
Rae Hatherley,Civil Engineer,"Seniors,Cooking,Medical",28,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Southkeys,7.3
Brynne Lindwall,Director of Sales,"Disability,Seniors,Overnight",54,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kanata,7.4
Barnabas Galpin,Geologist IV,"Maternal,Medical,Cleaning",56,Tuesday,Kemptvile,6.5
Felipe Ort,Structural Analysis Engineer,"Child Care,Overnight,Mental Health",41,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Southkeys,7
Peyton Wace,Clinical Specialist,"Overnight,Tutoring,Driving",57,"Monday,Wednesday",Sandy Hill,4.3
Aimee Evason,Electrical Engineer,"Overnight,Maternal",61,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kemptvile,7.2
Honoria Abden,Technical Writer,"Disability,Child Care,Seniors",40,"Sunday,Monday,Tuesday,Thursday",Downtown,6.2
Joscelin McLenahan,Geologist I,"Child Care,Medical,Computer",43,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Downtown,6.2
Eilis Burleton,Marketing Assistant,"Tutoring,Driving",26,"Sunday,Tuesday,Thursday",Barhaven,6.8
Christophe Shord,Tax Accountant,"Maternal,Medical,Computer",48,"Friday,Saturday",Centretown,6
Aimee McAlinden,Safety Technician III,"Child Care,Seniors,Tutoring",35,"Sunday,Tuesday",Glebe,6.6
Port Prendergast,Pharmacist,"Overnight,Medical,Spiritual",50,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Glebe,7.1
Brigg Habben,Human Resources Manager,"Cooking,Medical,Spiritual",45,Thursday,Glebe,6.8
Dido Woodier,Associate Professor,"Child Care,Medical,Shopping",63,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",Barhaven,5.2
Andi Blunsum,Help Desk Technician,"Child Care,Seniors,Overnight",62,"Sunday,Monday,Tuesday,Saturday",Nepean,6.7
Alphonse Breydin,Engineer III,"Driving,Computer",52,"Monday,Wednesday",Barhaven,6.2
Benjamen Benger,VP Marketing,"Driving,Cleaning,Computer",25,"Sunday,Monday,Tuesday,Wednesday,Saturday",Downtown,7
Nertie Caillou,Research Associate,"Overnight,Spiritual",36,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",Glebe,6.3
Abbot Pass,Structural Engineer,"Disability,Seniors,Overnight",35,Friday,Orleans,7.8
Sherlocke Caro,Associate Professor,"Maternal,Medical,Cleaning",47,"Tuesday,Saturday",Southkeys,7.6
Mathilde Klimentov,Media Manager III,"Maternal,Medical,Cleaning",26,"Sunday,Monday,Friday,Saturday",Barhaven,5.4
Fanchette Radford,Legal Assistant,"Seniors,Cooking,Medical",45,Friday,Orleans,7.6
Brice Bucktrout,Account Coordinator,"Driving,Cleaning,Computer",29,"Sunday,Monday",Barhaven,5.4
Towny Convery,Structural Analysis Engineer,"Driving,Computer",27,"Monday,Tuesday,Wednesday,Friday,Saturday",Carleton Place,4.6
Lilias Stoggell,Account Representative I,"Medical,Spiritual,Home Maintenence",43,Thursday,Barhaven,6.9
Jilleen Okell,Professor,"Seniors,Tutoring,Cleaning",33,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kanata,6.8
Ban Merrill,Clinical Specialist,"Child Care,Seniors,Mental Health",34,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Kemptvile,5.8
Iggie Yakovliv,Civil Engineer,"Cooking,Medical",48,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Carleton Place,7
Lela Late,Software Engineer I,"Medical,Computer",22,Friday,Nepean,5.8
Deina Tenny,Community Outreach Specialist,"Driving,Computer",26,"Friday,Saturday",Sandy Hill,5.3
Hallie Noni,Information Systems Manager,"Medical,Driving,Computer",38,"Sunday,Wednesday,Saturday",Centretown,4.6
Jessey McKeating,Nuclear Power Engineer,"Child Care,Seniors,Tutoring",18,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Glebe,5.3
Mollee Engall,Health Coach III,"Child Care,Driving,Computer",50,"Monday,Tuesday,Wednesday,Thursday,Friday",Downtown,7.6
Morey Twallin,VP Quality Control,Overnight,41,"Wednesday,Thursday,Friday,Saturday",Carleton Place,1.9
Marietta Leggat,Software Test Engineer I,"Medical,Hospice",61,Thursday,Kanata,7.2
Lalo Levitt,Accountant I,"Overnight,Therapy",29,"Monday,Wednesday,Thursday,Friday",Nepean,6.4
Deeann Swatradge,Human Resources Manager,"Medical,Spiritual",53,"Sunday,Wednesday",Kanata,7.4
Max Lorentz,Actuary,"Child Care,Seniors,Overnight",60,"Sunday,Wednesday,Thursday,Friday",Carleton Place,5.7
Ilka Gencke,Chemical Engineer,Overnight,40,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Carp,6.4
Glendon Joskovitch,Associate Professor,"Cleaning,Spiritual,Computer",31,Thursday,Carp,6.3
Armand Oxnam,Teacher,"Maternal,Medical",25,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",Barhaven,7.5
Goraud Venner,VP Quality Control,"Child Care,Overnight",51,Friday,Centretown,5.5
Nancie Kroger,Staff Scientist,"Maternal,Medical,Cleaning",65,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Rockland,4.2
Cullin Erangey,Geological Engineer,"Cooking,Medical,Spiritual",39,"Tuesday,Friday",Glebe,7.8
Jerry Harfleet,Nurse,"Overnight,Maternal",48,"Monday,Tuesday,Friday",Carp,6.3
Marta Danilin,Senior Financial Analyst,"Medical,Computer",19,"Sunday,Friday,Saturday",Rockland,6.4
Earlie Colleran,Assistant Professor,Medical,57,"Wednesday,Friday,Saturday",Carp,7.1
Lexy Mowsdill,Budget/Accounting Analyst I,"Disability,Seniors,Overnight",33,"Tuesday,Saturday",Kemptvile,7.1
Mikey Croyden,Structural Engineer,"Child Care,Computer",22,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Barhaven,6.8
Maye Colquit,Associate Professor,"Medical,Computer",30,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kanata,7.3
Viole Restill,Social Worker,"Disability,Seniors,Overnight",51,"Sunday,Tuesday,Friday,Saturday",Nepean,6.7
Grange Pinchen,Computer Systems Analyst IV,"Maternal,Medical,Cleaning",27,"Sunday,Monday,Wednesday",Kanata,7.8
Monroe Shade,Human Resources Manager,Computer,49,"Sunday,Monday,Wednesday,Thursday,Friday",Carleton Place,6.3
Chaunce Agneau,Database Administrator I,"Cooking,Medical,Hospice",24,"Sunday,Thursday,Friday,Saturday",Glebe,7.5
Ferdie Crafter,Project Manager,"Maternal,Medical,Computer",53,"Monday,Thursday,Friday,Saturday",Nepean,6.8
Germaine Fusco,Programmer III,"Medical,Counselling",35,"Sunday,Monday,Wednesday,Friday,Saturday",Kanata,7.4
Tessi Beaudry,Project Manager,"Maternal,Medical,Computer",35,"Sunday,Monday,Wednesday,Friday",Carleton Place,6.8
Elvera Verni,Technical Writer,"Medical,Spiritual",53,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Glebe,7.1
Cosette Souter,Research Associate,"Disability,Child Care,Seniors",59,"Friday,Saturday",Rockland,7.6
Fabio Sheather,Clinical Specialist,"Overnight,Medical",61,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Kanata,5.9
Cary Branch,Legal Assistant,"Child Care,Seniors,Medical",52,"Monday,Tuesday,Friday,Saturday",Southkeys,6.6
Claudie Fasse,Environmental Specialist,"Cooking,Maternal,Medical",47,"Tuesday,Friday,Saturday",Glebe,7.5
Dana Phateplace,Technical Writer,Driving,65,"Monday,Tuesday,Wednesday,Friday",Orleans,6.4
Muhammad Himsworth,Biostatistician I,"Cooking,Medical,Cleaning",20,"Sunday,Monday,Tuesday,Thursday",Carp,7.8
Verge Kores,Compensation Analyst,"Medical,Spiritual",64,"Sunday,Tuesday,Wednesday",Orleans,7.2
Wolfie Hurrion,Research Assistant IV,"Disability,Medical,Spiritual",37,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Glebe,8.4
Griffie Fullbrook,Health Coach IV,"Overnight,Therapy",34,Monday,Barhaven,6.2
Manda Galliford,Office Assistant III,Medical,55,"Sunday,Monday,Tuesday",Barhaven,7.1
Andie Vinnicombe,Research Nurse,"Cleaning,Computer",49,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Barhaven,6.3
Sibel Terbeck,Nurse,"Medical,Tutoring,Driving",36,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",Rockland,6.5
Georgena Sedwick,Administrative Assistant IV,"Medical,Spiritual",45,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Barhaven,6.9
Tannie Boatwright,Research Associate,"Cooking,Medical,Shopping",60,"Sunday,Monday,Tuesday,Wednesday,Friday,Saturday",Centretown,6.9
Theo Haslehurst,Web Developer I,"Overnight,Therapy",33,"Sunday,Monday,Tuesday,Thursday,Saturday",Carp,6.6
Dick Pennetti,Help Desk Operator,"Child Care,Seniors,Computer",22,Thursday,Kanata,6.9
Gardner Rzehor,Accountant III,"Overnight,Medical",57,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Carp,7.7
Franklin Grimwade,Assistant Professor,"Child Care,Seniors,Tutoring",21,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Orleans,2.7
Cosette Knapton,Sales Associate,"Child Care,Computer",57,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Barhaven,5.4
